Term,Plan,Employer,State
20148,INFOSEC-BS,University of Rochester - University IT,NY
20148,INFOST-MS,EarthLink,NY
20148,INFOTEC-MS,LPA Systems,NY
20148,COMPSCI-MS,ShoreTel,CA
20148,INFOSEC-BS,Assured Information Security Inc,NY
20148,ANSA-BS,Cedar Gate Technologies,CT
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,COMPSCI-BS,Xamarin,MA
20148,NETSYS-BS,ComTec Solutions,NY
20148,SOFTENG-BS,Lockheed Martin,NY
20148,INFOSEC-BS,Symantec Corporation,VA
20148,NETSYS-BS,Annese & Associates,NY
20148,COMPSCI-BS,Spotify,XX
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,GAMEDES-BS,Spirent,NJ
20148,GAMEDES-BS,Disney Interactive,CA
20148,GAMEDES-BS,ISOTX,FL
20148,GAMEDES-BS,Microsoft Corporation,WA
20148,COMPSCI-BS,Thomson Reuters,NY
20148,COMPSCI-BS,Microsoft Corporation,WA
20148,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20148,COMPSCI-BS,InterSystems Corporation,MA
20148,COMPSCI-BS,Google,CA
20148,GAMEDES-BS,East Interactive,XX
20148,SOFTENG-BS,HubSpot,MA
20148,COMPSCI-BS,SPX Flow Technology,NY
20148,GAMEDES-BS,Success Academy Charter Schools,NY
20148,GAMEDES-BS,"Next Jump, Inc.",NY
20148,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20148,GAMEDES-BS,RIT - CASCI Laboratory for Technological Literacy,NY
20148,SOFTENG-BS,Box Inc,CA
20148,COMPSCI-BS,Microsoft Corporation,WA
20148,INFOTEC-BS,Salesforce.com,CA
20148,COMPSCI-BS,Emagination Computer Camps,NH
20148,COMPSCI-BS,"SRC Solutions, Inc",PA
20148,SOFTENG-BS,Compass,NY
20148,NWMEDID-BS,Helios Interactive,CA
20148,COMPSCI-BS,JPMorgan Chase,NY
20148,INFOTEC-BS,RIT - Software Engineering,NY
20148,ANSA-BS,Wegmans Food Markets Inc,NY
20148,GAMEDES-BS,RIT - Golisano College of Computing,NY
20148,GAMEDES-BS,Nothing Studios,NY
20148,COMPSCI-BS,Paychex Inc,NY
20148,COMPSCI-BS,CloudCheckr,NY
20148,INFOTEC-BS,IDI Billing Solutions,NY
20148,COMPSCI-MS,CableLabs,CO
20148,SOFTENG-BS,CITGO Petroleum Corporation,TX
20148,COMPSCI-BS,Opus Inspection,AZ
20148,INFOTEC-BS,1stdibs,NY
20148,INFOSEC-BS,Excellus BlueCross BlueShield,NY
20148,COMPSCI-BS,RIT - Software Engineering,NY
20148,GAMEDES-MS,RIT - MAGIC Spell Studios LLC,NY
20148,INFOTEC-BS,Datto Inc.,CT
20148,COMPSCI-BS,LinkedIn,CA
20148,COMPSCI-BS,American Greetings,OH
20148,INFOSEC-BS,Averill Park Central School District,NY
20148,COMPSCI-BS,"Avarint (CUBRC, Inc)",NY
20148,GAMEDES-BS,RIT - Saunders Startup,NY
20148,COMPSCI-MS,Amazon,WA
20148,COMPSCI-BS,Robert Bosch Tool Corporation,IL
20148,COMPSCI-MS,"National Systems America, L.P",TX
20148,COMPSCI-MS,Amazon,WA
20148,SOFTENG-MS,Measures for Justice,NY
20148,SOFTENG-BS,Northrop Grumman,MD
20148,COMPSCI-MS,EarthLink,NY
20148,SOFTENG-BS,Alstom Transport,NY
20148,GAMEDES-BS,Ignited Artists,CA
20148,GAMEDES-BS,Epic Games,NC
20148,COMPSCI-BS,Computer SOS Inc.,NY
20148,COMPSCI-MS,Thomson Reuters,NY
20148,INFOST-MS,Ahold Inc,MA
20148,NETSYS-BS,Dining Alliance,MA
20148,GAMEDES-BS,Draper Laboratory,MA
20148,GAMEDES-BS,"1st Playable Productions, LLC",NY
20148,GAMEDES-BS,Kolmon Productions,CT
20148,COMPSCI-BS,IBM Corp,VT
20148,HUMCOMP-MS,Apple,CA
20148,INFOTEC-BS,RIT - ITS/Technical Support,NY
20148,ANSA-BS,EMC Corporation,MA
20148,INFOSEC-BS,The Hershey Company,PA
20148,INFOTEC-BS,Lindy Interactive,GA
20148,INFOTEC-BS,Paperless Post,NY
20148,SOFTENG-BS,Ricoh Production Print Solutions,CO
20148,INFOTEC-BS,University of Chicago,IL
20148,INFOSEC-BS,FactSet Research Systems Inc.,CT
20148,SOFTENG-BS,Constant Contact,MA
20148,COMPSCI-BS,Mercury Computer Systems Inc,MA
20148,GAMEDES-BS,RIT - Golisano College of Computing,NY
20148,GAMEDES-BS,A&A Games,WA
20148,INFOSEC-BS,RIT - Imaging Science,NY
20148,ANSA-BS,"athenahealth, Inc.",MA
20148,INFOSEC-BS,IBM Corp,NC
20148,COMPSCI-BS,Intuit,CA
20148,NETSYS-BS,RIT - Research Computing,NY
20148,GAMEDES-BS,Microsoft Corporation,WA
20148,SOFTENG-BS,Constant Contact,MA
20148,SOFTENG-BS,Rochester Software Associates,NY
20148,INFOSEC-BS,SpaceX,CA
20148,COMPSCI-BS,Oracle,PA
20148,GAMEDES-BS,Darkwind Media,NY
20148,SOFTENG-MS,RIT - Information & Technology Services,NY
20148,COMPSCI-MS,Paychex Inc,NY
20148,HUMCOMP-MS,Tyler Technologies,ME
20148,COMPSCI-MS,AT,NJ
20148,COMPSCI-BS,Kodak Alaris,NY
20148,INFOTEC-BS,Johnson & Johnson-Janssen,PA
20148,ANSA-BS,UPS Information Services,NJ
20148,COMPSCI-MS,Modis,NY
20148,INFOTEC-BS,Purple Communications Inc,CA
20148,GAMEDES-BS,Vivox,MA
20148,INFOSEC-BS,Manning & Napier Advisors Inc,NY
20148,SOFTENG-BS,RIT - College of Liberal Arts,NY
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),WA
20148,GAMEDES-BS,RIT-NTID - Center On Access Technology,NY
20148,GAMEDES-BS,NVIDIA Corp,CA
20148,COMPSCI-BS,Thomson Reuters,NY
20148,SOFTENG-BS,RIT - Center for Student Innovation,NY
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,GAMEDES-BS,Vicarious Visions,NY
20148,COMPSCI-BS,MOOG Inc,NY
20148,COMPSCI-BS,Wegmans Food Markets Inc,NY
20148,NWMEDID-BS,Surfwrench,NY
20148,GAMEDES-BS,Excellus BlueCross BlueShield,NY
20148,COMPSCI-BS,"Hyland, creator of OnBase",OH
20148,COMPSCI-BS,Dealer.com,VT
20148,NWMEDID-BS,Wink,CA
20148,COMPSEC-MS,Cisco Systems Inc,CA
20148,INFOTEC-BS,Global Printing  (Global Thinking),VA
20148,COMPSCI-BS,Apple,CA
20148,SOFTENG-BS,JPMorgan Chase,NY
20148,COMPSCI-MS,Amazon,WA
20148,COMPSCI-BS,Vertafore Inc,WA
20148,COMPSCI-BS,Intel Corp,CA
20148,INFOSEC-BS,Prudential Financial,NJ
20148,ANSA-BS,Cisco Meraki,CA
20148,COMPSCI-BS,Saab Sensis Corporation,NY
20148,INFOTEC-BS,IBM Corp,NC
20148,SOFTENG-BS,EnerNOC Inc,MA
20148,GAMEDES-BS,Castle Production Services,NV
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,GAMEDES-BS,RIT - Golisano College of Computing,NY
20148,SOFTENG-BS,HubSpot,MA
20148,SOFTENG-BS,Stone Umbrella,ME
20148,COMPSCI-BS,NASA Langley Research Center,VA
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),NY
20148,INFOSEC-BS,National Security Agency,MD
20148,INFOST-MS,Paychex Inc,NY
20148,COMPSCI-MS,Paychex Inc,NY
20148,NETSYS-MS,Cognigen Corporation,NY
20148,GAMEDES-BS,RIT - Golisano College of Computing,NY
20148,COMPSCI-MS,Intel Corp,AZ
20148,COMPSCI-MS,Tenlegs,NY
20148,COMPSCI-MS,Amazon,WA
20148,COMPSCI-MS,Amazon,WA
20148,INFOSEC-BS,University of Rochester Medical Center - Information System Division,NY
20148,COMPSCI-MS,Amazon,WA
20148,INFOTEC-BS,University of Rochester Medical Center - Marketing Group,NY
20148,SOFTENG-BS,Thomson Reuters,NY
20148,COMPSCI-MS,Exa Corporation,MA
20148,GAMEDES-BS,Arkadium,NY
20148,SOFTENG-BS,Microsoft Corporation,WA
20148,SOFTENG-BS,Greater Rochester Independent Practice Association,NY
20148,INFOTEC-BS,Verizon Wireless,NJ
20148,GAMEDES-BS,Muse Games,NY
20148,COMPSCI-BS,Fidelity Investments,NH
20148,SOFTENG-BS,Blackbaud,SC
20148,NWMEDID-BS,Mozilla,CA
20148,SOFTENG-BS,eBay Inc,CA
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,SOFTENG-BS,Constant Contact,MA
20148,COMPSCI-MS,"RiverNorth Capital Management, LLC",IL
20148,SOFTENG-BS,PFP Cybersecurity,VA
20148,COMPSCI-BS,Adobe Systems,CA
20148,COMPSCI-BS,JPMorgan Chase,NY
20148,INFOTEC-BS,Estee Lauder,NY
20148,NWMEDID-BS,iconectiv,NJ
20148,COMPSCI-BS,Datto Inc.,CT
20148,ANSA-BS,Expensify,CA
20148,INFOTEC-BS,Paychex Inc,NY
20148,COMPSCI-BS,ByAllAccounts Inc.,MA
20148,COMPSCI-BS,Microsoft Corporation,WA
20148,INFOSEC-BS,Target Corp,MN
20148,COMPSCI-MS,Oracle,PA
20148,COMPSCI-MS,Blackrock,NY
20148,COMPSCI-BS,RP Solutions Inc,NY
20148,COMPSCI-MS,RP Solutions Inc,NY
20148,COMPSCI-MS,"TPS, LLC",PA
20148,SOFTENG-MS,Intuit,CA
20148,SOFTENG-BS,TROVE,NY
20148,GAMEDES-BS,Northrop Grumman,VA
20148,INFOTEC-BS,Soleo Communications Inc,NY
20148,SOFTENG-BS,Xamarin,MA
20148,COMPSCI-BS,Citigroup,NY
20148,COMPSCI-MS,Cisco Systems Inc,CA
20148,COMPSCI-BS,Paychex Inc,NY
20148,INFOSEC-BS,COCC,NY
20148,COMPSCI-MS,VMware Inc.,CA
20148,NWMEDID-BS,Constant Contact,MA
20148,COMPSCI-BS,Thomson Reuters,NY
20148,COMPSCI-MS,IBM Corp,MA
20148,GAMEDES-BS,Red's Best,MA
20148,INFOTEC-BS,MCV Law,NY
20148,INFOST-MS,FedEx,TN
20148,INFOTEC-BS,RIT-NTID - Center On Access Technology,NY
20148,COMPSCI-MS,Amazon,WA
20148,NWMEDID-BS,Boston Interactive,MA
20148,INFOST-MS,RIT - Saunders College of Business,NY
20148,SOFTENG-BS,Intuit,CA
20148,NWMEDID-BS,Excellus BlueCross BlueShield,NY
20148,COMPSCI-BS,Ricoh Production Print Solutions,CO
20148,COMPSCI-BS,Time Warner Inc,NY
20148,INFOSEC-BS,Manning & Napier Advisors Inc,NY
20148,COMPSCI-MS,Intuit,CA
20148,INFOSEC-BS,Cisco Systems Inc,CA
20148,INFOSEC-BS,City of Rochester - Information Technology,NY
20148,COMPSCI-BS,NASA Goddard Space Flight Center,MD
20148,NETSYS-BS,Air Products and Chemicals Inc.,PA
20148,COMPSCI-BS,RIT - Computer Science,NY
20148,INFOTEC-BS,RIT - Computing & Information Services,NY
20148,COMPSCI-BS,University of Rochester - Info Technology,NY
20148,GAMEDES-BS,ESPN.com,CT
20148,SOFTENG-MS,Paychex Inc,NY
20148,COMPSCI-MS,Aurionpro,NJ
20148,COMPSCI-MS,"CommVault Systems, Inc.",NJ
20148,COMPSCI-MS,Exa Corporation,MA
20148,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20148,COMPSCI-BS,"Hyland, creator of OnBase",OH
20148,NETSYS-MS,Box Inc,CA
20148,COMPSCI-MS,VOLVO LOGISTICS REGION NORTH AMERICA,VA
20148,GAMEDES-BS,Dreamworks Animation,CA
20148,COMPSCI-BS,RIT - MAGIC Spell Studios LLC,NY
20148,INFOSEC-BS,GE Power & Water,NY
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,INFOSEC-BS,Massport,MA
20148,COMPSCI-MS,Blackrock,NY
20148,COMPSCI-MS,"SRC Solutions, Inc",PA
20148,INFOST-MS,Oracle,UT
20148,NETSYS-MS,Cisco Meraki,CA
20148,COMPSCI-MS,AT,NJ
20148,SOFTENG-MS,Siri Info Solutions Inc.,NJ
20148,INFOTEC-BS,MCD Partners,NY
20148,NETSYS-MS,Frontier Corp/A Citizens Comm. Co.,NY
20148,COMPSCI-MS,Paychex Inc,NY
20148,COMPSCI-MS,Amazon,WA
20148,ANSA-BS,EMC Corporation,MA
20148,SOFTENG-BS,MSA,PA
20148,COMPSCI-BS,Myspiderweb,NY
20148,GAMEDES-BS,SpinFusion,CO
20148,SOFTENG-BS,Facebook,CA
20148,GAMEDES-BS,Epic Games,NC
20148,NWMEDID-BS,MotionSavvy,NY
20148,COMPSCI-BS,Etsy Inc,NY
20148,NETSYS-BS,Harris Corporation,FL
20148,COMPSCI-BS,"GrammaTech, Inc.",NY
20148,COMPSCI-BS,SapientNitro,MA
20148,GAMEDES-BS,RIT - MAGIC Spell Studios LLC,NY
20148,INFOSEC-BS,Logisoft Computer Products,NY
20148,INFOSEC-BS,"Susquehanna International Group, LLP",PA
20148,INFOSEC-BS,Wegmans Food Markets Inc,NY
20148,COMPSCI-BS,KRONOS INC,MA
20148,COMPSCI-BS,Lexmark International Inc.,KY
20148,INFOTEC-BS,GST BOCES,NY
20148,SOFTENG-BS,Parsons,VA
20148,GAMEDES-BS,EnerNOC Inc,MA
20148,INFOSEC-BS,Monroe County - Dept of Information Services,NY
20148,GAMEDES-BS,RIT - MAGIC Spell Studios LLC,NY
20148,INFOTEC-BS,University of Rochester - Lab for Laser Energetics,NY
20148,SOFTENG-BS,Target Corp,MN
20148,INFOSEC-BS,Mitre Corp,VA
20148,INFOSEC-BS,Syracuse University,NY
20148,GAMEDES-BS,Northrop Grumman,RI
20148,COMPSCI-MS,"Next Jump, Inc.",NY
20148,COMPSCI-MS,WXXI,NY
20148,COMPSCI-BS,JPMorgan Chase,NY
20148,COMPSCI-BS,National Security Agency,MD
20148,INFOSEC-BS,Indeed.com,TX
20148,COMPSCI-MS,"ESRI, Implementation Services",CA
20148,COMPSCI-MS,Excellus BlueCross BlueShield,NY
20148,COMPSCI-MS,Adventive Inc,NY
20148,INFOTEC-BS,SPX Flow Technology,NY
20148,COMPSCI-MS,Amazon,WA
20148,SOFTENG-BS,EnerNOC Inc,MA
20148,SOFTENG-BS,EnerNOC Inc,MA
20148,COMPSCI-BS,Apple,CA
20148,SOFTENG-BS,Computer SOS Inc.,NY
20148,COMPSCI-BS,National Security Agency,MD
20148,ANSA-BS,RIT-NTID - Center On Access Technology,NY
20148,INFOST-MS,iRobot,MA
20148,COMPSCI-MS,Blackrock,NY
20148,SOFTENG-BS,EagleDream Technologies,NY
20148,INFOSEC-BS,University of Rochester - University IT,NY
20148,INFOTEC-BS,Cierant,CT
20148,ANSA-BS,Interactive Intelligence Inc,IN
20148,INFOTEC-BS,Schnitzelbank,IN
20148,INFOTEC-BS,Emagination Computer Camps,NH
20148,COMPSCI-BS,MIT Lincoln Laboratory,MA
20148,SOFTENG-BS,CloudCheckr,NY
20148,INFOSEC-BS,"Next Jump, Inc.",NY
20148,NWMEDID-BS,Ahold Inc,MA
20148,GAMEDES-BS,Pfizer Inc,NY
20148,SOFTENG-BS,Wheatstone Corp.,NC
20148,INFOTEC-BS,The Bross Group,NY
20148,GAMEDES-BS,Welch Allyn Inc,NY
20148,COMPSCI-BS,EnerNOC Inc,MA
20148,COMPSCI-BS,Wegmans Food Markets Inc,NY
20148,COMPSCI-BS,RIT - Computing & Information Services,NY
20148,SOFTENG-BS,Rochester Software Associates,NY
20148,GAMEDES-BS,"Delaney Rim, Inc.",NY
20148,GAMEDES-BS,Darkwind Media,NY
20148,INFOTEC-BS,Magnatag (WA Krapf),NY
20148,INFOTEC-BS,Wegmans Food Markets Inc,NY
20148,NWMEDID-BS,"American Megatrends, Inc.",GA
20148,COMPSCI-BS,ShowcaseIDX,GA
20148,INFOTEC-BS,Sudler & Hennessey,NY
20148,NETSYS-MS,Trimble Telog,NY
20148,COMPSCI-MS,Ethany Corporation,NY
20148,COMPSCI-MS,DreamBox Learning,WA
20148,COMPSCI-MS,AOL Inc,CA
20148,COMPSEC-MS,Fortinet,CA
20148,COMPSCI-MS,Intuit,CA
20148,COMPSCI-MS,Intuit,CA
20148,COMPSCI-MS,IBM Corp,MA
20148,COMPSCI-MS,Frontier Corp/A Citizens Comm. Co.,NY
20148,COMPSCI-MS,Philips North America,MA
20148,COMPSCI-MS,1stdibs,NY
20148,COMPIS-PHD,Intel Corp,CA
20148,SOFTENG-BS,Datto Inc.,CT
20148,COMPSCI-MS,Cisco Systems Inc,CA
20148,COMPSCI-BS,Squanda,CA
20148,COMPSCI-MS,Intel Corp,OR
20148,SOFTENG-BS,Viewpoint Construction Software,PA
20148,SOFTENG-MS,Interactive Intelligence Inc,IN
20148,COMPSCI-MS,Thomson Reuters,NY
20148,GAMEDES-BS,Workinman,NY
20148,COMPSCI-BS,Laughing Rock Technology,PA
20148,INFOSEC-BS,Constant Contact,MA
20148,NWMEDID-BS,ROSETTA,OH
20148,SOFTENG-BS,RIT - Career Services & Cooperative Education,NY
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,COMPSCI-BS,1stdibs,NY
20148,INFOSEC-BS,Mitre Corp,MA
20148,GAMEDES-BS,Second Avenue Learning,NY
20148,INFOSEC-BS,RIT - ITS/Technical Support,NY
20148,COMPSCI-BS,Central Intelligence Agency,DC
20148,GAMEDES-BS,Vicarious Visions,NY
20148,COMPSCI-BS,General Electric,OH
20148,INFOTEC-BS,City of Rochester - Information Technology,NY
20148,SOFTENG-BS,GE Transportation Systems,PA
20148,COMPSCI-BS,Retrotech Inc,NY
20148,COMPSCI-BS,BAE Systems,NH
20148,INFOSEC-BS,Mitre Corp,VA
20148,SOFTENG-BS,Alstom Transport,NY
20148,GAMEDES-BS,RIT - Software Engineering,NY
20148,INFOSEC-BS,Spotify,NY
20148,COMPSCI-MS,Kulicke & Soffa Inc,PA
20148,SOFTENG-BS,FM Global,RI
20148,ANSA-BS,IDI Billing Solutions,NY
20148,INFOTEC-BS,"CooperVision, Inc.",NY
20148,NETSYS-BS,Morton Salt,NY
20148,INFOSEC-BS,Cisco Systems Inc,NC
20148,SOFTENG-BS,Charles River Analytics,MA
20148,GAMEDES-BS,RIT - Golisano College of Computing,NY
20148,COMPSCI-BS,Mavrck,MA
20148,INFOTEC-BS,Paychex Inc,NY
20148,INFOSEC-BS,RIT - Distributed Support Svcs,NY
20148,COMPSCI-BS,Mitre Corp,VA
20148,INFOSEC-BS,University of Rochester - University IT,NY
20148,COMPSCI-MS,Inkling,CA
20148,GAMEDES-BS,Castle Production Services,NV
20148,COMPSCI-BS,Agile Sports Technologies Inc,NE
20148,GAMEDES-BS,ShoreTel,CA
20148,COMPSCI-BS,Amazon,WA
20148,INFOSEC-BS,Crabel Capital Management,WI
20148,COMPSCI-BS,Johnson & Johnson-Janssen,PA
20148,SOFTENG-BS,Soleo Communications Inc,NY
20148,INFOSEC-BS,Draper Laboratory,MA
20148,INFOTEC-BS,Framingham Public Schools,MA
20148,ANSA-BS,Dropbox,CA
20148,SOFTENG-BS,Applied Sciences Group,NY
20148,INFOTEC-BS,Indeed.com,CT
20148,HUMCOMP-MS,NVIDIA Corp,CA
20148,GAMEDES-BS,Emagination Computer Camps,NH
20148,COMPSCI-MS,Cisco Systems Inc,CA
20148,COMPSCI-BS,Case Wallet Inc,NY
20148,INFOSEC-BS,Wolf & Co.,MA
20148,COMPSCI-MS,Yahoo!,CA
20148,COMPSCI-BS,Demiurge Studios,MA
20148,COMPSCI-BS,CorpU,PA
20148,INFOTEC-BS,REDCOM Laboratories Inc,NY
20148,GAMEDES-MS,RIT - Golisano College of Computing,NY
20148,COMPSCI-BS,RIT - ITS/Technical Support,NY
20148,INFOSEC-BS,RIT - ITS/Technical Support,NY
20148,SOFTENG-BS,GE Transportation Systems,PA
20148,INFOST-MS,Oracle,PA
20148,SOFTENG-BS,Intuit,CA
20148,SOFTENG-BS,Paychex Inc,NY
20148,INFOST-MS,Emerge Partners,NY
20148,GAMEDES-BS,eHealth Global Technologies Inc,NY
20148,ANSA-BS,Paychex Inc,NY
20148,INFOSEC-BS,Mitre Corp,VA
20148,INFOSEC-BS,Ponte Technologies,MD
20148,COMPSCI-BS,EnerNOC Inc,MA
20148,GAMEDES-BS,Amazon,WA
20148,GAMEDES-BS,iD Tech Camps (Internal Drive),CA
20148,SOFTENG-BS,HubSpot,MA
20148,INFOTEC-BS,United States of America Deaf Swimming,CA
20148,COMPSCI-MS,Yahoo!,NY
20148,GAMEDES-BS,NYS Dept of Public Service,NY
20148,COMPSCI-MS,RIT - Information & Technology Services,NY
20148,INFOTEC-BS,RIT - School of Interactive Games & Media,NY
20148,COMPSEC-MS,Dell SecureWorks,IL
20148,COMPSCI-MS,Paychex Inc,NY
20148,COMPSCI-BS,Paychex Inc,NY
20148,INFOSEC-BS,Emagination Computer Camps,NH
20148,INFOTEC-BS,Bose Corporation,MA
20148,COMPSCI-MS,eBay Inc,CA
20148,GAMEDES-BS,Digital Media Academy,CA
20148,COMPSCI-MS,JPMorgan Chase,NY
20148,COMPSEC-MS,Dell SecureWorks,RI
20148,GAMEDES-BS,iDevices LLC,CT
20148,COMPSCI-MS,Formlabs,MA
20148,COMPSCI-BS,The New York Independent System Operator (NYISO),NY
20148,GAMEDES-MS,Pictometry International LLC,NY
20148,HUMCOMP-MS,PDX Inc,TX
20148,INFOSEC-BS,"Box, Inc.",TX
20148,SOFTENG-BS,Retrotech Inc,NY
20148,COMPSCI-MS,Amazon,WA
20148,COMPSCI-BS,IBM Corp,MA
20148,SOFTENG-BS,FUJIFILM NORTH AMERICA,NY
20148,COMPSCI-MS,Envisage Information Systems,NY
20148,SOFTENG-BS,OffsiteDataSync.com,NY
20148,COMPSCI-MS,Microsoft Corporation,WA
20148,INFOTEC-BS,The Hershey Company,PA
20148,COMPSCI-MS,Kodak Alaris,NY
20148,NWMEDID-BS,RIT - College of Imaging Arts & Science,NY
20148,GAMEDES-BS,Hi-Rez Studios,GA
20148,GAMEDES-BS,FUJIFILM NORTH AMERICA,NY
20148,SOFTENG-BS,Bose Corporation,MA
20148,SOFTENG-BS,Lockheed Martin,NY
20148,NWMEDID-BS,Tapinator,NY
20148,INFOSEC-BS,General Dynamics Mission Systems,MA
20148,INFOSEC-BS,Massachusetts Financial Services,MA
20148,INFOTEC-BS,RIT - Computing & Information Services,NY
20148,ANSA-BS,Juniper Networks Inc,CA
20148,NWMEDID-BS,Global Printing  (Global Thinking),VA
20148,COMPSCI-BS,Digital Media Academy,CA
20148,GAMEDES-BS,Giant Fox Studios,NY
20148,NWMEDID-BS,M&T Bank,NY
20148,GAMEDES-BS,Priceline.com,NY
20148,NETSYS-BS,RIT - Golisano College of Computing,NY
20148,COMPSCI-BS,Mercury Computer Systems Inc,MA
20148,NWMEDID-BS,RIT - CASCI Laboratory for Technological Literacy,NY
20148,COMPSCI-BS,Rochester Software Associates,NY
20148,SOFTENG-BS,Microsoft Corporation,WA
20148,COMPSCI-BS,Codonics Inc.,OH
20148,NWMEDID-BS,RIT - School of Interactive Games & Media,NY
20148,GAMEDES-BS,Blizzard Entertainment Inc.,CA
20148,SOFTENG-BS,CoverMyMeds,OH
20148,COMPSCI-BS,RIT - Golisano College of Computing,NY
20148,INFOSEC-BS,UPS,NJ
20148,INFOSEC-BS,Hurricane Labs,OH
20148,NETSYS-BS,RIT - ITS/Technical Support,NY
20148,INFOSEC-BS,"athenahealth, Inc.",MA
20148,SOFTENG-BS,Railcomm Inc,NY
20148,ANSA-BS,EnerNOC Inc,MA
20148,INFOTEC-BS,General Electric - Oil & Gas,MA
20148,NETSYS-BS,"Learning 7 (Shanghai) Education Technology Co., Ltd.",XX
20148,ANSA-BS,Sherwin-Williams,OH
20148,INFOTEC-BS,Catalyst Direct Inc.,NY
20148,INFOSEC-BS,Coalfire Systems,NY
20148,SOFTENG-BS,Constant Contact,MA
20148,INFOTEC-BS,Beijing Qilin Hemao Keji Ltd.,XX
20148,COMPSCI-BS,Oracle,PA
20148,INFOTEC-BS,CaterTrax,NY
20148,GAMEDES-BS,Brazen Careerist,VA
20148,COMPSCI-MS,Paychex Inc,NY
20148,INFOTEC-BS,The Infini,NY
20148,ANSA-BS,Annese & Associates,NY
20148,INFOTEC-BS,"Manufacturer Rep Network, LLC",NY
20148,GAMEDES-BS,Epic Games,NC
20148,NWMEDID-BS,RIT - MAGIC Spell Studios LLC,NY
20148,COMPSCI-BS,Apple,CA
20148,INFOSEC-BS,Wegmans Food Markets Inc,NY
20151,GAMEDES-BS,Analogic Corporation,MA
20151,INFOST-MS,Ahold Inc,MA
20151,COMPSCI-BS,IBM Corp,NC
20151,COMPSCI-BS,Bender Consulting Services,PA
20151,COMPSCI-BS,VTCSecure,FL
20151,COMPSCI-BS,elogic Group LLC,NY
20151,INFOTEC-BS,J.C. Cannistraro LLC,MA
20151,COMPSCI-BS,IBM Corp,NC
20151,COMPSCI-MS,RIT - Development and Alumni Relations,NY
20151,COMPSCI-BS,EagleDream Technologies,NY
20151,COMPSCI-BS,Apple,CA
20151,SOFTENG-MS,EarthLink,NY
20151,INFOTEC-BS,Xamarin,CA
20151,ANSA-BS,Fidelity Investments,NH
20151,INFOTEC-BS,The Whitestone Foundation,MI
20151,NETSYS-BS,Cisco Systems Inc,NC
20151,INFOTEC-BS,Paychex Inc,NY
20151,COMPSCI-BS,MOOG Inc,NY
20151,NWMEDID-BS,RIT - Information & Technology Services,NY
20151,GAMEDES-BS,Alstom Transport,NY
20151,COMPSCI-BS,Datto Inc.,CT
20151,COMPSCI-MS,Intuit,CA
20151,COMPSCI-BS,EnerNOC Inc,MA
20151,INFOTEC-BS,Liberty Mutual,NH
20151,COMPSCI-BS,Oracle,PA
20151,COMPSCI-BS,Hudl,NE
20151,GAMEDES-BS,McCann Health,NJ
20151,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20151,INFOTEC-BS,RIT - CIMS & GIS,NY
20151,COMPSCI-MS,Vicor Corp,MA
20151,COMPSCI-BS,Wegmans Food Markets Inc,NY
20151,GAMEDES-BS,Intuit,CA
20151,COMPSCI-BS,Thomson Reuters,NY
20151,COMPSCI-BS,Bryx Inc,NY
20151,COMPSCI-BS,Hudl,NE
20151,COMPSCI-BS,Rochester Software Associates,NY
20151,INFOSEC-BS,"athenahealth, Inc.",MA
20151,COMPSCI-BS,Liberty Mutual,MA
20151,COMPSCI-BS,RP Solutions Inc,NY
20151,COMPSCI-BS,Intuit,CA
20151,COMPSCI-BS,RIT - School of Mathematical Sciences,NY
20151,SOFTENG-BS,CM Productions LLC,NY
20151,COMPSCI-MS,Intuit,CA
20151,COMPSCI-BS,Blackbaud,SC
20151,INFOTEC-BS,Petco,CA
20151,SOFTENG-BS,Datto Inc.,CT
20151,COMPSCI-BS,Xamarin,MA
20151,COMPSCI-BS,Electronic Access Solutions-Lenel,NY
20151,INFOTEC-BS,FM Global,RI
20151,NETSYS-MS,Unisys,PA
20151,COMPSCI-BS,Box Inc,CA
20151,COMPSCI-BS,MIAC,NY
20151,NETSYS-BS,Wegmans Food Markets Inc,NY
20151,COMPSCI-MS,eHealth Global Technologies Inc,NY
20151,ANSA-BS,General Dynamics Mission Systems,MA
20151,INFOST-MS,Ethany Corporation,NY
20151,GAMEDES-BS,Cartoon Network,GA
20151,GAMEDES-BS,RIT - MAGIC Spell Studios LLC,NY
20151,INFOTEC-BS,IDI Billing Solutions,NY
20151,COMPSCI-BS,Amazon,WA
20151,INFOSEC-BS,University of Rochester Medical Center - Information System Division,NY
20151,COMPSCI-BS,Assured Guaranty,NY
